area,date,description,price,size
 (Williamsburg @ Montrose Ave L),1/10/2020 18:12,AMAZING LOCATION! NO FEE HUGE E WILLIAMSBURG 3 BEDROOM,"$4,249 ",3br -
 (Bushwick @ Wilson Ave L),1/10/2020 18:10,SPACIOUS BUSHWICK 1BR 1 BLOCK FROM THE L!,"$2,049 ",1br -
 (Williamsburg),1/10/2020 18:09,Awesome - Brand new Apt - Private balcony - NO FEE,"$4,000 ",3br -
 (Williamsburg @ Graham Ave L/ Nassau Ave G),1/10/2020 18:09,BRAND NEW 1BR APARTMENT NO FEE 1 BLOCK FROM MCCARREN PARK!,"$2,850 ",1br -
 (Greenpoint @ Nassau Ave G),1/10/2020 17:55,AMAZING DEAL! Spacious 3 Bedroom/1 Bath,"$4,249 ",3br -
 (crown heights / bedford stuyvesant),1/10/2020 17:55,JEWELBOX miniloft - super convenient location,"$1,750 ",475ft
 (Crown Heights @ A & C subway),1/10/2020 17:42,Spacious 3 bedroom w/ Private yard & 1.5 baths,"$2,599 ","3br -
                    1200ft"
 (Williamsburg),1/10/2020 17:41,🔥Spacious - Fresh New Apt - Private balcony  - NO FEE🔥,"$4,000 ",3br -
 (Flatbush @ 2 5 train),1/10/2020 17:25,Modern 2 br apartment balcony laundry close to Brooklyn college,"$2,399 ",2br -
 (Williamsburg @ L train),1/10/2020 17:25,Prime Location! Renovated Duplex 3br 2ba,"$5,499 ",3br -
 (Wiliamsburg @  L train),1/10/2020 17:24,Prime Williamsburg! Newly renovated Duplex 4br 2 full ba,"$6,499 ",4br -
 (Crown Heights @  2 3 4 5 trains),1/10/2020 17:24,Beatifull block! Nice 4 br 2 ba apartment exposed brick walls,"$4,099 ",4br -
 (Williamsburg @ L train),1/10/2020 17:23,Modern Building!Spacious 1br apartment balcony washer and dryer,"$2,940 ",1br -
 (Williamsburg / Greenpoint @ G L trains),1/10/2020 17:23,New construction!Great neighborhood!Bright 1 br with balcony,"$2,850 ",1br -
 (Bed Stuy / Bushwick @  J  Z lines),1/10/2020 17:22,Good size ground floor 2 br apartment with shared backyard,"$1,999 ",2br -
 (Bay Ridge @ R),1/10/2020 17:21,Great location !Just renovated Gorgeous 1 br apartment,"$1,950 ",1br -
 (Bed Stuy / Bushwick @  J  Z lines),1/10/2020 17:21,Renovated 3br 2.5 ba apartment in private house,"$3,499 ",3br -
 (Brooklyn),1/10/2020 17:17,Brand-new Luxury 2 bedrooms apartment. Gym/Lounge/Laundry,"$2,499 ",2br -
 (Crown Heights),1/10/2020 17:13,Beautiful 3BR Apt in CROWN HEIGHTS - No Broker Fee!,"$2,845 ",3br -
 (Boerum Hill),1/10/2020 16:57,"3BR/2BA Boerum Hill, W/D in unit, from 02/2020 NO FEE","$4,950 ","3br -
                    1000ft"
 (Prospect Lefferts Gardens),1/10/2020 16:56,"Gorgeous, massive 2BR w/d in unit + gym, in LEFFERTS GARDENS - No fee!","$2,910 ","2br -
                    1000ft"
 (Brooklyn),1/10/2020 16:55,wild deal 2 bed/1 bath in Private House backyard access | no fee,"$1,999 ",2br -
 (Brooklyn),1/10/2020 16:54,"KENSINGTON Coney Island Ave. 2 Bed Apartment for Rent, NO FEE","$1,700 ",2br -
 (bay ridge),1/10/2020 16:51,large terrace view of harbor bridge ;2 bedroom 2595,"$2,100 ","1br -
                    950ft"
 (Crown Heights / Prospect Heights),1/10/2020 16:51,Gorgeous 1BR By Prospect Park & 2/3/4/5 Trains & Franklin Ave,"$1,950 ",1br -
 (Midwood),1/10/2020 16:50,Huge 1BR w/ New Kitchen in Nice Elevator/Laundry Bldg Right By Q Train,"$1,895 ",1br -
 (Crown Heights),1/10/2020 16:49,LARGE 3 Bed in a Bldg w/ All Amenities Close to Trains*NEW,"$2,900 ",3br -
 (Crown Heights),1/10/2020 16:35,"Stunning, Brand New 1BR, in CROWN HEIGHTS - No Broker Fee!","$1,945 ",1br -
 (prospect heights/crown heights),1/10/2020 16:33,Humongous Luxury 3Bed 2Bath W/Laundry - Dishwasher - Off Franklin ave!,"$4,695 ","3br -
                    1200ft"
 (crown heights),1/10/2020 16:33,Beautifully Renovated LARGE 1 bedroom apartment in PRIME Crown Heights,"$1,995 ",1br -
 (crown heights / Franklin Ave),1/10/2020 16:32,Brand New 3Bed 1Bath W/Laundry in unit! Just two short blocks to HOTT,"$2,725 ",3br -
 (Prospect park south),1/10/2020 16:32,Newly Renovated 3 Bedroom with in Unit Laundry - Prospect Park South!,"$2,695 ",3br -
 (Williamsburg),1/10/2020 16:31,No Fee WILLIAMSBURG 2Bd/1Bth Renovated H/HW Included Marcy J/M/Z,"$2,599 ","2br -
                    750ft"
 (Fort greene),1/10/2020 16:31,Charming 2 Bed 1 Bath in a Well Maintained Building - Navy Yard,"$1,895 ",2br -
 (Fort Greene),1/10/2020 16:29,FLOOR TO CEILING WINDOWS / HIGH FLOOR/ BARCLAY CENTER,"$3,098 ","1br -
                    550ft"
 (Williamsburg),1/10/2020 16:29,**Bedford L No Fee Pet Friendly Naturally LIT 2BD/1BTH W/D in unit**,"$4,299 ",2br -
 (BROOKLYN),1/10/2020 16:28,"BEDSTUY Studio Apartment for Rent NO FEE, ALL UTILITIES INCLUDED","$1,999 ",
 (Williamsburg),1/10/2020 16:27,unbelievable 3 bed/2 bath DUPLEX in the center of Williamsburg | no fee,"$5,199 ",3br -
 (Crown Heights),1/10/2020 16:26,Brand New 2Bed 1Bath W/Laundry in unit! Short walk to Franklin Ave!,"$2,495 ",2br -
 (Bushwick@ J Z trains),1/12/2020 15:58,Gorgeous Fully renovated  Duplex 5br 3full ba apartments,"$4,999 ",5br -
 (Brooklyn),1/12/2020 15:57,Large Studio Apartment,"$2,300 ",
 (Brooklyn),1/12/2020 15:50,Bedford-Stuyvesant Private backyard,"$2,300 ",2br -
 (Bedford Stuyvesant),1/12/2020 15:38,*^Amazing Share^*,"$3,500 ","4br -
                    1100ft"
 (Crown Heights),1/12/2020 15:18,HOT!! 2 BED 2 BATH BY PROSPECT HEIGHTS!!!!,"$3,115 ",2br -
 (Crown Heights/Prospect Heights),1/12/2020 15:12,Location Location! 2level studio minutes to Prospect park 2345 & more!,"$1,899 ",
 (Downtown),1/12/2020 15:08,WHAT A VIEW_____HIGH CEILINGS____GOURMET CHEF KITCHEN_______ONE OF A K,"$3,196 ",1br -
 (PROSPECT LEFFERTS GARDENS),1/12/2020 15:08,HOT!! 3 BEDROOM IN PROSPECT LEFFERTS GARDENS!!!,"$2,520 ",3br -
 (PROSPECT LEFFERTS GARDENS),1/12/2020 15:01,AMAZING DEAL!!! 3 BEDROOM 2 BATH BY PROSPECT PARK!!!!,"$3,200 ",3br -
 (Fort Greene),1/12/2020 14:58,______NEWLY CONSTRUCTED_____STUNNING CITY VIEWS______CHEFS KITCHEN____,"$3,327 ",1br -
 (Downtown),1/12/2020 14:36,___IMMEDIATE  MOVE IN____FLOOR TO CEILING WINDOWS_____WONT LAST,"$3,255 ",1br -
 (Bedford Stuyvesant),1/12/2020 14:17,Newly renovated 2BR  Close to C and JMZ trains. No Fee!,"$2,200 ",2br -
 (East New York),1/12/2020 14:10,Great Renovated Studio / Loft for Rent | Laundry On Site | NO FEE!~,"$1,675 ",
 (Queens),1/12/2020 14:04,Spacious Renovated 1bed near Halsey L in Ridgewood!,"$1,850 ",1br -
 (Bay ridge),1/12/2020 13:52,"Awesome large 1br coop apartment available now only $1,500 per month","$1,500 ","1br -
                    700ft"
 (Prospect park south),1/12/2020 13:45,Newly Renovated 3 Bedroom with in Unit Laundry - Prospect Park South!,"$2,695 ",3br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/12/2020 13:27,"___ALL OPEN___NEW__""LOFT""____""ARTIST & MUSICIANS  WELCOMED""____NO FEE_","$2,999 ",
 (bed-stuy),1/12/2020 13:23,🦀🦀Grab🦀🦀 this apt in elevator bldg before it's gone!,"$2,550 ",2br -
 (WINDSOR TERRACE (EAST 2ND & GREENWOOD)),1/12/2020 13:16,LOW FEE~GREAT LOCATION~2 SEPARATE BED'S~PORCH OUTDOOR SPACE~PETS~1/1,"$2,000 ",2br -
 (williamsburg),1/12/2020 13:16,🐎Seize this apt today🐎Gorgeous W'burg 4 bed!!,"$5,500 ",4br -
 (Brooklyn),1/12/2020 13:15,CROWN HEIGHTS Park Pl 1 Bed 1 Bath NO FEE Apartment for Rent,"$1,995 ",1br -
 (bed-stuy),1/12/2020 13:11,🦄🦄Unicorn 2 bed🦄🦄in Bed-Stuy w/ beautiful features,"$2,400 ",2br -
 (Fort Greene),1/12/2020 13:03,IMMEDIATE MOVE IN_____WONT LAST_______OVERSIZED WINDOWS_____WASHER/DRY,"$2,195 ",
 (williamsburg),1/12/2020 13:01,🦋🦋Charming🦋🦋 3 bed in duplex near best bars&restaurants,"$3,900 ",3br -
 (Ocean Hill),1/12/2020 12:59,Spacious Apartment!! Natural Sunlight!! Roof Access!!,"$2,499 ",3br -
 (Crown Heights / Franklin ave),1/12/2020 12:54,Beautifully Renovated LARGE 1 bedroom apartment in PRIME Crown Heights,"$1,995 ",1br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/12/2020 12:54,"_""LOFT""_GIGANTIC__1500 SQ. FT.___""BRAND NEW""__LOTS OF WINDOWS___NO FEE","$5,499 ",
 (ridgewood),1/12/2020 12:52,🙉🙉Amazing🙉🙉 3 bed available in Ridgewood!!,"$2,600 ",3br -
 (Park Slope South),1/12/2020 12:38,4  room apt,"$2,000 ",
 (Flatbush),1/12/2020 12:33,Move IN READY!! Natural Sunlight!! Spacious apt!!,"$1,800 ",
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/12/2020 12:25,"__""OVER SIZED""__""BRAND NEW""___  ALL___OPEN__""LOFT"" ___NO FEE__________","$3,799 ",
 (Brooklyn),1/12/2020 12:24,"BAY RIDGE, TWO BDRM, ELEVATOR, PETS OK","$2,200 ",2br -
 (Brooklyn),1/12/2020 12:23,"ID #: 1365596, Beautiful Updated Apartment for Rent in Brooklyn","$2,400 ",3br -
 (Brooklyn),1/12/2020 12:20,"BIG TWO BEDROOM, TOP FLOOR, NOBODY ABOVE YOU","$2,200 ",2br -
 (Crown Heights @ Ralph Ave AC trains),1/12/2020 12:15,HUGE NO FEE 3BED/1.5BATH AVAIL FOR ASAP MOVE IN!,"$2,600 ",3br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/12/2020 11:57,"_____""GIGANTIC""__""NEW""___OPEN__""LOFT"" ___WITH 1 RM.____NO FEE_________","$3,799 ",1br -
 (Gravesend - Brooklyn),1/12/2020 11:54,Cozy 2 bedroom apartment in Gravesend Brooklyn,"$2,100 ","2br -
                    800ft"
 (Midwood/ Ocean Pkwy/ Avenue M),1/12/2020 11:47,NO FEE-Large 1 Bedroom/ Owner- NO FEE- 917-410-0315 - Amazing View,"$1,700 ","1br -
                    900ft"
 (Midwood/ Ocean Pkway/ Avenue W vic.),1/12/2020 11:46,PRICE DROP-For JAN. ONLY- NO FEE-Large/3 Bedroom/Owner-917-410-0315,"$2,200 ","3br -
                    1500ft"
 (Bushwick),1/12/2020 11:40,"BRAND NEW BUSHWICK! $ Lovely Living! Myrtle / Wykoff L + J Train Roof,","$2,700 ",1200ft
" (Brooklyn, Midwood)",1/12/2020 11:36,HUGE 1-bdr apartment with sweeping views,"$1,675 ",1br -
,1/12/2020 11:28,Semi-Furnished in Brooklyn. Parking Included!!,"$1,900 ","1br -
                    1000ft"
 (Kingston-Throop A/C - BedStuy - Bed-Stuy - Bed Stuy),1/12/2020 11:11,No Fee Bed-Stuy 3 Bed w Dishwasher & Laundry in Bldg!,"$2,704 ",3br -
 (Brooklyn),1/12/2020 11:00,Price drop: Lease takeover for luxury park slope apartment,"$3,750 ",1br -
" (Ridgewood, Queens @ Forest Ave/Fresh Pond M train & Halsey L)",1/12/2020 10:37,MASSIVE NEW 2BR/1.5ba Duplex with Great Amenities - NO FEE!,"$3,400 ",2br -
 (Brooklyn),1/12/2020 10:22,NO FEE Super bright studio elevator building and laundry in unit,"$2,464 ",
 (BUSHWICK J M CENTRAL AVE STOP  ||  L @ DEKALB / WYCKOFF ___|),1/12/2020 10:15,HUGE ONE BED ___ FLEX TWO BED___BALCONY!!____1.5 BATHS!__NEW BUILDING!,"$2,400 ",2br -
 (EAST FLATBUSH || NEWKIRK AVE 2 & 5 TRAINS),1/12/2020 10:13,PENTHOUSE 3BED___2 BATH___DUPLEX__MASTER BEDROOM W/ IN-SUITE BATH__GYM,"$3,100 ",3br -
 (Crown Heights),1/12/2020 10:05,"Renovated 3 bedroom in Crown Heights! WASHER/DRYER! 3,A,C trains","$2,725 ",3br -
 (Kensington),1/12/2020 10:05,Exquisite 1 bedroom with Balcony! Gym! Laundry! Kensington,"$2,395 ",1br -
 (Crown Heights),1/12/2020 10:04,"Modern 2 bedroom in Crown Heights! WASHER/DRYER! 3,A,C trains","$2,595 ",2br -
 (Crown Heights),1/12/2020 10:04,"Large Renovated 1 bedroom in Prime Crown Heights! Right by 2,5 trains!","$1,995 ",1br -
 (Prospect Park South),1/12/2020 10:03,"New LARGE Top Floor 1 bedroom right across Prospect Park! B,Q trains","$2,250 ",1br -
 (Midwood),1/12/2020 9:42,NO SECURITY DEPOSIT! Apartment in Midwood 718-373-6000,"$1,795 ",1br -
 (Bushwick),1/12/2020 9:41,Massive 4 bed/2 bath Duplex apt w/Private Backyard in Prime Bushwick!,"$3,600 ",4br -
 (Sheepshead Bay),1/12/2020 9:40,NO SEC DEP! Sheepshead Bay Doorman Building w/Swimming Pool,"$2,295 ",2br -
 (Brooklyn (Bensonhurst)),1/12/2020 9:35,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,"$1,795 ",1br -
 (2662 West 2nd Street),1/12/2020 9:03,NO SECURITY DEPOSIT! Studio in Elevator Building! 718-266-3700,"$1,449 ",300ft
 (Bushwick),1/12/2020 9:00,"STEPS AWAY FROM DEKALB AVE ""L"" STOP!! WON'T LAST!!!","$2,300 ",2br -
 (1230 Avenue Y),1/12/2020 8:57,OPEN HOUSE! Top Floor 2 Bed/1.5 Baths Rental! 718-594-5200,"$2,295 ","2br -
                    950ft"
 (Sheepshead Bay),1/12/2020 8:56,"Sheepshead Bay, 2 Bed/1.5 Bath OPEN HOUSE 1/15 DSJ Realty 718 266-3700","$2,299 ","2br -
                    950ft"
 (Gravesend),1/12/2020 8:55,"Gravesend, Immediate Studio for Rent 718 266-3700","$1,449 ",300ft
 (Bay Ridge/ Bayridge),1/12/2020 7:55,"Newly Renovated, Spacious, custom built closets, R train No broker fee","$1,950 ",1br -
 (sheepshead bay),1/12/2020 7:54,"3 bed with parking. great location, next to B Q train on Sheepshead","$2,299 ",
 (Williamsburg),1/12/2020 7:54,"Renovated 2 bed, dishwasher, great location, no broker fee","$2,599 ",2br -
 (Clinton hill),1/12/2020 6:31,Large duplex with private back yard,"$3,435 ",4br -
 (crown heights),1/12/2020 6:26,"Sapcious 2 bedrooms  - TRAINS  - A,C","$3,000 ",2br -
 (bushwick),1/12/2020 6:19,Large 2 bedrooms apartment,"$2,495 ",2br -
 (East New York/ Brookyln / Cypress Hills),1/11/2020 22:30,*No Fee* Newly Renovated 3 Bed 2 Bath w/ Laundry in Unit,"$2,795 ",3br -
 (Brooklyn Heights),1/11/2020 22:01,"Big Duplex, Back yard/ patio 3bedrooms $3650","$3,650 ",3br -
 (ridgewood),1/11/2020 21:34,2 bedroom 1 bathroom 1month fee,"$2,200 ",2br -
,1/11/2020 21:26,🔥No Broker Fee 🔥 J/Z Trains🔥New Reno 🔥Laundry🔥Bushwick🔥Call/Te,"$2,099 ",1br -
 (Williamsburg),1/11/2020 21:20,Prime Williamsburg location!- Large Unit!- Right by the Sway!,"$2,495 ",1br -
 (Crown Heights),1/11/2020 21:17,2 Bed at 495 St Johns Place,"$3,667 ",2br -
 (Williamsburg),1/11/2020 21:16,Fully renovated!- Prime Williamsburg location- By the J/M/L/G!,"$2,895 ",2br -
,1/11/2020 21:15,🔥 No Fee🔥Duplex🔥Bedstuy🔥A/C Trains🔥Privet Rooftop,"$3,889 ",3br -
 (Bushwick),1/11/2020 21:14,Brand new 2 bedroom in Bushwick with lots of natural light!,"$2,490 ",2br -
 (Williamsburg @ G L J M train),1/11/2020 21:03,Very nice location! Gorgeous Bright Clean 3 br 1 ba with balconies,"$4,250 ",3br -
 (Bed Stuy / Bushwick @  J  Z lines),1/11/2020 20:48,Good size ground floor 2 br apartment with shared backyard,"$1,999 ",2br -
,1/11/2020 20:46,"PROSPECT HEIGHTS🔥NO FEE MASSIVE 2BR APT,H&HW INC,EAT-IN KITCHEN,DEAL!","$2,799 ","2br -
                    1000ft"
,1/11/2020 20:45,"BEDSTUY🔥BRAND NEW 1BR DUPLEX W/PRIVATE BACK YARD,A/C/J/Z/L TRAINS","$2,156 ","1br -
                    700ft"
,1/11/2020 20:43,"Prospect Heights🌈NO FEE Massive 1BR,EAT-IN KITCHEN,H&HW INC,DEAL","$2,650 ","1br -
                    850ft"
 (Brooklyn),1/11/2020 20:30,Brand-new Luxury 2 bedrooms apartment. Elevator/Lounge/Gym/Laundry,"$2,500 ",2br -
 (North Tarrytown),1/11/2020 20:26,3 Bedrms + dining area or office,"$3,395 ","3br -
                    1360ft"
 (Sunset Park),1/11/2020 19:53,2 Beds Easy Commute,"$2,199 ",2br -
 (376 Lewis Ave),1/11/2020 19:43,Spacious 5 Bedroom Bed-Stuy Apartment! NO FEE!,"$4,750 ",5br -
 (BROOKLYN NY),1/11/2020 19:33,*NO FEE*ALL UTILITIES INCLUDED*ELEVATOR*DISHWASHER,"$2,525 ",3br -
 (Brooklyn),1/11/2020 19:32,*NO FEE*PERFECT LOCATION FOR TRANSPORT*Q LINE*ELEVATOR,"$1,795 ",1br -
 (Bushwick),1/11/2020 18:48,Big Dope Loft! No Fee!,"$3,149 ",1br -
 (Bedford Stuyvesant/ Ocean Hill),1/11/2020 18:22,Super amazing 2 bedroom gem,"$2,000 ",2br -
 (Clinton Hill / Franklin C / Classon G),1/11/2020 18:18,True boxed 3br with windows in all rooms. Entire 2nd floor,"$2,999 ","3br -
                    800ft"
 (Bushwick / Jefferson L / Central M trains),1/11/2020 18:17,Private Yard! Newly renovated 2br railroad / in unit W/D!!,"$2,650 ",2br -
 (Brooklyn),1/11/2020 18:17,Bedford-Stuyvesant Private backyard,"$2,300 ",2br -
 (CyPRESS HiLLS+ J/Z train),1/11/2020 18:16,⚡⚡⚡READY 3BdRM // APARTAMENTO LiSTO 3CUARTOS<~~,"$2,400 ",3br -
 (Brooklyn),1/11/2020 18:14,⚡⚡⚡⚡⚡⚡3bed 2bath Apt ___________________3CUaRTO.2BaNOS APT.,"$2,300 ",3br -
 (brooklyn/gravesend),1/11/2020 17:51,Cozy large 1 BR apt for rent,"$1,650 ","1br -
                    750ft"
 (East New York),1/11/2020 17:47,2 Bedroom,"$2,100 ",2br -
 (Stuyvesant Heights),1/11/2020 17:18,Two Bedroom Apartment Available,"$2,150 ",2br -
 (Brooklyn),1/11/2020 17:18,NO FRE TOP FLOOR STUDIO WITH TONS OF NATURAL LIGHT,"$2,400 ",
 (Crown Heights),1/11/2020 17:09,Modern Apt w/Washer Dryer in Unit + Private Balcony!!,"$2,150 ",1br -
 (Bed Stuy),1/11/2020 17:00,"3 Bed / 1 Bath Fully Renovated Apartment, Central AC, Parking, Yard","$2,850 ","3br -
                    925ft"
 (Ocean Hill),1/11/2020 16:48,Fabulous 2BR Apartment - Available 1/15/20,"$2,500 ",2br -
 (Prospect Lefferts Gardens),1/11/2020 16:42,Rare LARGE bedroom on Prospect Park! Feb 1st Move-in,"$1,225 ",
 (Ridgewood),1/11/2020 16:19,Brand New Building 2 Multiple Beds No Fee Myrtle/Wyckoff L&M,"$2,650 ",2br -
 (Williamsburg),1/11/2020 16:17,Modern 3 Bed 2 Bath in Prime Williamsburg w/Private Terrace!!,"$6,000 ",3br -
 (BAY RIDGE),1/11/2020 15:42,MODERN ONE BEDROOM APARTMENT,"$1,550 ",1br -
 (Bushwick),1/11/2020 15:18,Furnished All Utilities Included Loft off Troutman Flexible Term,"$3,300 ",
 (Clinton Hill),1/11/2020 15:01,Clinton Hill 3 Bed 2 Bath Industrial Loft with Private Roof Access,"$4,700 ",
 (Williamsburg),1/11/2020 14:57,Huge Williamsburg 1 Bedroom plus office/railroad 2nd bedroom,"$2,400 ",2br -
 (Downtown),1/11/2020 14:57,IMMEDIATE MOVE IN______FLOOR TO CEILING WINDOWS_____LOTS OF CLOSET SPA,"$3,255 ",1br -
 (Bushwick),1/11/2020 14:50,Massive True 3.5 Bed 1.5 Bath Duplex w/ Backyard No Fee,"$3,200 ","4br -
                    1400ft"
 (Bed-Stuy @ Rockaway C Train | Chauncey J/Z),1/11/2020 14:41,Spacious 3 Bedroom | Laundry | Dishwasher | No Fee,"$2,495 ",3br -
 (East Williamsburg),1/11/2020 14:41,Corner Loft with Panoramic Manhattan Views off Morgan L Stop,"$3,700 ",
 (Bushwick),1/11/2020 14:28,Tasteful 3 bed on Beautiful Tree-lined block NO FEE,"$2,900 ",3br -
 (Williamsburg),1/11/2020 14:25,Sweeping views of the East River and Manhattan Skyline,"$4,086 ",1br -
 (Greenpoint),1/11/2020 14:22,Charming 1 BR Greenpoint Available Now!!,"$2,350 ",1br -
 (Ridgewood),1/11/2020 14:19,Massive Renovated 3 Bed Myrtle/Wyckoff L&M trains,"$2,785 ",3br -
 (Williamsburg),1/11/2020 14:17,One of a Kind 2BR/2BA with huge corner living room,"$6,322 ",2br -
 (Ridgewood/Bushwick),1/11/2020 14:15,Big 3 Bed 1 Bath Prime Location No fee!,"$2,999 ",3br -
 (SUNSET PARK ----------EDWIN EGA - 347-432-6463),1/11/2020 14:04,Sunset Park__4 BEDROOMS__$2500____sunset park slope industry city park,"$2,500 ",4br -
 (midwood),1/13/2020 12:22,Cheap large two bedroom with laundry in unit,"$2,100 ",2br -
 (Boerum Hill),1/13/2020 12:22,Location location! two bed with laundry in unit!,"$3,600 ",2br -
 (bushwick),1/13/2020 12:21,Brand new large two bedroom!!,"$2,499 ",2br -
 (Ridgewood @ Forest M),1/13/2020 12:13,No fee! Massive 2 br/flex 3 br duplex in modern Ridgewood building!,"$3,299 ",3br -
 (Bedstuy @ Rockaway C),1/13/2020 12:11,Beautifully renovated 4 bedroom in Bedstuy_no fee!,"$2,695 ",4br -
" (Bushwick, Brooklyn)",1/13/2020 12:09,"BUSHWICK! Breathtaking 2 BR Loft, Laundry, Gym, Lounge, Roof, J/M/Z","$3,000 ",2br -
 (brooklyn),1/13/2020 12:08,*NO FEE* RENOVATED*ALL UTILITIES INCLUDED,"$1,850 ",1br -
" (Greenpoint, Brooklyn)",1/13/2020 12:08,"Greenpoint! Gorgeous 1 BR, private balcony, in-unit laundry, G Train!","$2,750 ",1br -
" (Williamsburg, Brooklyn)",1/13/2020 12:07,"Williamsburg! STEAL 2BR, in-unit Laundry,NO FEE!","$2,500 ",2br -
 (Greenpoint),1/13/2020 12:07,Brand New 1 Bedroom in Greenpoint!!,"$2,850 ","1br -
                    650ft"
 (Williamsburg),1/13/2020 12:06,Amazing Spacious 1 Bedroom In Williamsburg Brooklyn!!,"$2,940 ","1br -
                    800ft"
 (J Z at Gates Av),1/13/2020 12:05,Here is your chance to lease your very own private triplex townhouse!,"$5,495 ","5br -
                    1600ft"
 (Brooklyn),1/13/2020 12:00,Quiet neighborhood - Bensonhurst,"$1,675 ","1br -
                    525ft"
 (Crown Heights),1/13/2020 11:58,"SUPER SPACIOUS STUDIO 1 BLOCK FROM BUSTLING FRANKLIN 2,3,4,5 TRAINS","$1,795 ",
 (Bushwick @ Wilson L),1/13/2020 11:58,No fee! Fresh renovation_Nice location_Amzaing 1 bed_Must see!,"$2,050 ",1br -
 (Bushwick @ Halsey J),1/13/2020 11:57,No fee - Large Bushwick duplex - 3br/2ba - Great area!,"$2,899 ",3br -
 (Bushwick @ Halsey J),1/13/2020 11:48,No fee! Spacious 3 bedroom in Bushwick - Priced to rent!,"$2,499 ",3br -
 (Bushwick),1/13/2020 11:43,☀️Sunny & Spacious 1 Bedroom☀️Newly Renovated☀️J/Z Train☀️No Fee,"$2,200 ",1br -
 (Bushwick),1/13/2020 11:42,☀️Newly Renovated 3 Bedroom Duplex☀️Private Backyard☀️J/Z Train,"$3,666 ",3br -
 (Bushwick),1/13/2020 11:41,☀️Beautiful Newly Renovated 2 Bdrm Duplex☀️Private Rooftop☀️J/Z Trai,"$2,750 ",2br -
 (Clinton Hill),1/13/2020 11:40,🍂Beautiful 4 Bedroom🍂Newly Renovated🍂Clinton Hill🍂G🍂No Fee🍂,"$3,440 ",4br -
 (Prospect Heights),1/13/2020 11:39,💎Massive One Bedroom💎No Fee💎H&HW Included💎Prospect Heights💎,"$2,600 ",1br -
 (Prospect Heights),1/13/2020 11:37,💎Massive Two Bedroom💎No Fee💎H&HW Included💎Prospect Heights💎,"$2,800 ",2br -
 (Bay Ridge),1/13/2020 11:29,Extra Large Studio Apt,"$1,500 ",500ft
 (brooklyn),1/13/2020 11:24,*NO FEE* RENOVATED*ALL UTILITIES INCLUDED,"$1,850 ",1br -
 (Bushwick),1/13/2020 11:23,"JR 1BED W/BACKYARD ACCESS,VIDEO AVAILABLE, SHOWINGS TONIGHT ONLY","$1,899 ",1br -
 (Bedstuy/ Clinton hill),1/13/2020 11:23,Stunning Renovated 2 bedrooms in a Great Location,"$2,640 ",2br -
 (Bushwick),1/13/2020 11:23,Newly Renovated Amazing 4 Bedrooms Apartment - AVAILABLE 2/1/2020,"$3,099 ",4br -
 (Bay Ridge),1/13/2020 11:17,Large Two Bedroom Apt in a Private Home,"$2,100 ","2br -
                    1100ft"
 (kensington windsor terrace fort hamilton parkway),1/13/2020 11:05,$2200 True 2br on top floor - You'll never want to leave!,"$2,200 ","2br -
                    900ft"
 (Brooklyn),1/13/2020 11:03,incredibly rare luxury 1  bed/1 bath near park in Greenpoint | no fee,"$2,850 ",1br -
 (Bushwick),1/13/2020 10:57,Completely Renovated 2 Bedroom Apartment in the heart of Bushwick!,"$2,400 ","2br -
                    950ft"
