area,date,description,price,size
 (23-12 31st Drive Apt #2F),1/19/2020 14:03,"31st Dr, Beautiful 2 Bedroom Apartment!!!! With Bakcony Included","$2,450 ",
 (42nd and Skillman Ave.),1/19/2020 13:23,Gorgeous 4 Bedroom Aptartment,"$2,450 ",4br -
 (Richmond Hill +  J train),1/19/2020 13:14,__3 bedroom apartment 1st floor___________________________3CUARTOS~<~~,"$2,300 ",3br -
 (JACKSON HTS QUEENS NY),1/19/2020 13:08,"AMPLIO APARTAMENTO 3 DORMITORIOS 2 BANOS TRENES: R,M, y TREN 7","$3,200 ",3br -
 (47th Street & Center Blvd),1/19/2020 13:07,"Amazing Studio in Long Island City, Queens","$2,600 ",
 (47th Street & Center Blvd),1/19/2020 13:04,"Amazing 1 Bedroom in Long Island City, Queens","$3,200 ",1br -
 (44th St off Queens Blvd.),1/19/2020 13:01,"44th St and Queens Blvd, Beautiful 2 bedroom Apartment","$2,000 ",2br -
 (47th off Queens Blvd),1/19/2020 13:01,"Gorgeous 2 bedroom apartment, Minutes to the 7 train!!!!","$1,950 ",
 (47th St and Skillman Ave),1/19/2020 13:00,"47th St and Skillman, Beautiful 2 Bedroom Apartment","$1,900 ",2br -
 (JACKSON HEIGHTS),1/19/2020 13:00,1 BED ROOM,"$1,750 ",1br -
 (LITTLE NECK /DOUGLASTON),1/19/2020 12:52,$1600MONTH INCLS ALL &CAB/WIFI- QUIET AREA,"$1,600 ",1br -
 (WOODSIDE),1/19/2020 12:48,1 BED ROOM,"$1,750 ",1br -
 (WOODSIDE),1/19/2020 12:42,1 BED ROOM,"$1,750 ",1br -
 (LONG ISLAND CITY),1/19/2020 12:42,"⎝NO FEE! - 1 stop from city- Waterfront Luxury 1 br*Gym,Views,Deck*","$3,025 ",1br -
 (LONG ISLAND CITY),1/19/2020 12:40,"⎝NO FEE! - 1 stop from city- Waterfront Luxury 2 br*Gym,Views,Deck*","$4,300 ",2br -
 (Elmhurst Queens woodside),1/19/2020 12:33,"Luxury Elevator building, super, security camera E F M R 7 train","$3,585 ",2br -
 (40th St and Skillman Apt #A2),1/19/2020 12:20,40th St and Skillman Gorgeous 1bedroom!! Near 7 train!!,"$1,600 ",1br -
 (Elmhurst),1/19/2020 11:59,3 Bed/2 Bath Apt,"$2,600 ",3br -
 (Eastelmhurst),1/19/2020 11:58,One bedroom apartment for rent,"$1,400 ",1br -
 (Flushing),1/19/2020 11:42,ID# *1365905 Renovated 3 Bedroom Apartment For Rent.,"$2,400 ",3br -
 (55th St Woodside),1/19/2020 11:24,"55th St Woodside, Beautiful Studio","$1,425 ",
 (62nd St and Woodside),1/19/2020 11:24,"62nd St and Woodside, Beautiful Studio, Minutes to the 7 train!!!","$1,350 ",
 (40th St and Skillman),1/19/2020 11:24,40th St and Skillman Gorgeous Studio!!! Near 7 train,"$1,385 ",
 (Eliot Ave. and 69th St),1/19/2020 11:24,"Eliot Ave and 69th St, Beautiful 2 bedroom apartment","$1,975 ",2br -
 (Ozone Park),1/19/2020 11:06,2 bedroom Apartment  $2650,"$2,650 ","2br -
                    950ft"
 (East Elmhurst  near la Guardia Airport    94st),1/19/2020 10:53,Apartment for rent 2bds. Utilities incl and Parking/2 flr,"$2,200 ",2br -
 (Ozone Park),1/19/2020 10:52,$1700- Renovated 2 Bedroom Apartment Ozone Park $1700,"$1,700 ",2br -
 (Flushing),1/19/2020 10:48,One Bedroom Ready to move in (Flushing),"$1,599 ",1br -
 (Bayside),1/19/2020 10:46,2 Nice bed... New Reno... Great Area... Bright...,"$1,999 ",2br -
 (Whitestone),1/19/2020 10:44,"Three bedroom, Two bath (Ready to move in )","$2,499 ",3br -
 (Jackson Heights),1/19/2020 10:42,New Reno Apartment... Bright... Easy Approval... Good area,"$1,999 ",2br -
 (Flushing),1/19/2020 10:37,Two bedroom Ready to move in (Flushing),"$2,099 ",2br -
 (Whitestone),1/19/2020 10:28,ID# *1365590 Spacious 3Bedroom Apartment For Rent.,"$1,900 ",3br -
 (RIdgewood),1/19/2020 10:26,CharminG GarDeN RuStiC CoTTaGE Feel steps to M train,"$1,575 ",500ft
 (Forest Hills),1/19/2020 10:03,FOREST HILLS RENOVATED 1BR/1BTH IN LUXURY BUILDING $2199,"$2,199 ","1br -
                    750ft"
 (Jamaica Estates),1/19/2020 10:03,JAMAICA ESTATES RENO ALCOVE STUDIO IN LUXURY BUILDINGS,"$1,649 ",550ft
 (Jamaica Estates),1/19/2020 10:02,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2475,"$2,475 ","2br -
                    1000ft"
 (BRIARWOOD),1/19/2020 10:02,OPEN HOUSE! BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (Jamaica Estates),1/19/2020 10:02,JAMAICA ESTATES RENOVATED 2BR/1BTH IN LUXURY BUILDING $2250,"$2,250 ","2br -
                    1000ft"
 (Kew Gardens),1/19/2020 9:47,Sunny and spacious Kew Gardens apt,"$2,500 ",3br -
 (Astoria),1/19/2020 9:30,"No Fee Luxurious COZY 1 Bedroom Apartment in Astoria, Townhome living","$1,950 ",1br -
 (JACKSON HEIGHTS),1/21/2020 16:01,TWO BEDROOM UNIT AVAILABLE NOW,"$1,680 ",
 (jackson heights),1/21/2020 15:57,"2 bedroom unit available now , cat is ok, no dogs","$2,000 ",
 (Rego Park/ Forest Hills),1/21/2020 15:43,Renovated 1 Bed 1 Bath in Rego Park! Near M & R Trains !,"$1,775 ",1br -
 (Astoria / 30th Avenue),1/21/2020 15:37,*No Fee* Spacious Renovated 1 Bed 1 Bath *Astoria* Near N & W Trains,"$2,295 ",1br -
 (Astoria / Ditmars),1/21/2020 15:36,*No Fee* Sunny 3 Bed 2 Bath W/ Laundry + City Views Near N & W Tra,"$3,550 ",3br -
 (Rego Park),1/21/2020 15:35,"Lge 1 bdrm, Brand new hard wood floors, newly renovated","$1,691 ","1br -
                    700ft"
 (Woodhaven / Glendale / Kew Gardens),1/21/2020 15:34,Gorgeous Renovated Large JR 1 Bed 1 Bath **Woodhaven** Elevator,"$1,700 ",1br -
 (Far Rockaway),1/21/2020 15:24,"Nice size three bedrooms apartment, first floor","$2,430 ",3br -
 (Ridgewood / Bushwick),1/21/2020 15:10,No Fee! NEW SPACIOUS 3 Bed in Heart Of Ridgewood /Bushwick M/L Trains!,"$2,995 ",3br -
 (Forest Hills),1/21/2020 15:08,FOREST HILLS RENOVATED 1BR/1BTH IN LUXURY BUILDING $2199,"$2,199 ","1br -
                    750ft"
 (BRIARWOOD),1/21/2020 15:08,OPEN HOUSE! BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (ozone park),1/21/2020 15:06,Ozone park newly renovated 2 beds 1 bath,"$2,000 ","2br -
                    760ft"
" (Rego Park, NY)",1/21/2020 15:05,Beautiful studio apartment available for rent ASAP.,"$1,695 ",500ft
 (Jamaica Estates),1/21/2020 15:04,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2475,"$2,475 ","2br -
                    1000ft"
 (Ridgewood),1/21/2020 14:51,ID #:  1361342 Renovated 3 Bedroom Apartment for Rent in Ridgewood .,"$2,400 ",3br -
 (43-03 Broadway ~ Astoria),1/21/2020 14:50,"$2,6oo 3Bed 1Bath ~ w/Dishwasher+Sky-light",$2 ,"3br -
                    1150ft"
 (163ST & 33AVE),1/21/2020 14:46,"FLUSHING RENOVATED 3 BR, PET OK, WASHER/DRYER HOOKUP, NEAR LIRR, BUS","$2,400 ",3br -
 (Maspeth),1/21/2020 14:44,2 bed apt 1 st Fl,"$2,300 ","2br -
                    1000ft"
 (Sunnyside Gardens),1/21/2020 14:43,"NO FEE $2,100  - 2 BDRM in Woodside -RENO - NEAR 7 TRAIN","$2,100 ",2br -
 (Astoria),1/21/2020 14:30,NO FEE Sunny Renovated 1 bedroom apt in Astoria Feb 1st,"$1,895 ","1br -
                    600ft"
 (Sunnyside),1/21/2020 13:48,ID:1366295 Beautiful Updated 1 Bedroom Apartment for Rent,"$2,020 ",1br -
 (near #7 train),1/21/2020 13:48,"$2,5oo ~ 3Bed 1Bath ~ 1st Floor",$25 ,"3br -
                    1100ft"
 (Jackson Heights),1/21/2020 13:45,ID:1366285 Fantastic Updated Studio Apartment for Rent,"$1,695 ",
" (Sunnyside Gardens, NY)",1/21/2020 13:17,1-bedroom Semi-basement apartment in Sunnyside Gardens available now!,"$1,400 ","1br -
                    650ft"
 (Long Island City),1/21/2020 13:07,*** FREE MONTH**** 2 MIN TO MIDTOWN *** LUXURY *** NO FEE ***,"$2,699 ",1br -
 (Long Island City),1/21/2020 12:59,*** LUXURY *** NO FEE *** BALCONY *** ROOFDECK *** 1 BEDROOM,"$2,885 ",1br -
 (Astoria),1/21/2020 12:58,***30TH AVE***CLOSE TO TRAIN***PET FRIENDLY***1 BEDROOM***,"$1,810 ",1br -
 (Astoria),1/21/2020 12:57,**NO FEE**BALCONY**ROOF DECK**LAUNDRY**LUXURY 1 BED**,"$2,700 ",1br -
 (Astoria),1/21/2020 12:57,** NO FEE ** LUXURY 1 BED ** CITY VIEWS ** ROOFTOP TERRACE ** W/D IN U,"$2,779 ",1br -
 (Astoria),1/21/2020 12:56,***NO FEE***ROOFDECK***JACUZZI***BALCONY***ASTORIA*** LUXURY,"$3,999 ",2br -
 (Long Island City),1/21/2020 12:55,^^^^ NO FEE ^^^^ RIVERFRONT ^^^^ LUXURY ^^^^ BALCONY,"$2,795 ",1br -
 (Ridgewood),1/21/2020 12:55,Beautiful Luxury Building 1BR/1BA with Full Amenities,"$2,683 ",1br -
 (Astoria),1/21/2020 12:55,==NO FEE===LUXURY 1 BED===BALCONY===ROOFTOP===LAUNDRY,"$2,700 ",1br -
 (Woodside Maspeth),1/21/2020 12:52,Large newly renovated 2BR apartment,"$2,199 ",2br -
 (Ditmars),1/21/2020 12:51,2BR 1BA apt newly renovated !!,"$2,500 ","2br -
                    1000ft"
 (Astoria),1/21/2020 12:22,NO FEE--LUX 1 BED--PRIVATE TERRACE--LAUNDRY IN UNIT--GYM--ROOFDECK,"$2,999 ","1br -
                    700ft"
 (Queens),1/21/2020 12:14,1 bedroom appartment for rent,"$1,400 ","1br -
                    700ft"
 (Astoria),1/21/2020 12:05,--->BRIDGEVIEW LUXURY RESIDENCES--->NO FEE RENTALS-->,"$2,950 ","1br -
                    647ft"
 (Astoria),1/21/2020 12:03,"No Fee Luxurious COZY 1 Bedroom Apartment in Astoria, Townhome living","$1,950 ",1br -
 (Ozone Park),1/21/2020 11:56,3 Bed/2 Full Bath,"$2,300 ","3br -
                    1100ft"
 (Elmhurst),1/21/2020 11:47,Beautiful 1Br+1Bth Apartment (No Broker Fee) 1 Block from Subway,"$1,800 ",1br -
" (Kew Gardens, NY)",1/21/2020 11:45,"Spacious 1 Bedroom, 1 Bath near Major Trains, Busses and Highways","$1,550 ",1br -
 (***********ELMHURST*************),1/21/2020 11:43,*********LARGE 1 BEDROOM********,"$1,650 ","1br -
                    789ft"
 (FLUSHING),1/21/2020 11:17,$1950/2 BDRM/1ST MONTH RENT FREE/LARGE RENOVATED OFF SAFFORD AVE,"$1,950 ",2br -
 (FLUSHING),1/21/2020 11:13,King size bedroom ** 1 Bedroom 1 Bath ** LIRR,"$1,670 ",1br -
 (Ridgewood),1/21/2020 11:10,Very Spacious 2 Bed 2 Bath in Prime Ridgewood! No Fee-- King Sized,"$2,699 ",2br -
 (20mins to Midtown),1/21/2020 11:09,"$2,15o 2BR w/Rooftop+Laundry+Elevator",$1 ,"2br -
                    1000ft"
 (Flushing),1/21/2020 10:58,2 bed room apartment for rent,"$1,800 ",2br -
 (College Point),1/21/2020 10:42,ID# 1354595 Beautiful and Spacious Updated Apartment,"$2,000 ",2br -
 (Jackson Heights),1/21/2020 10:38,Huge Studio - Jackson Heights - Elevator Building - No Fee,"$1,595 ",
 (ASTORIA),1/21/2020 10:37,VERY LARGE 3 BEDROOM APARTMENT BROADWAY @ 41 STREET,"$3,400 ","3br -
                    1300ft"
 (Elmhurst),1/21/2020 10:36,電梯樓Elmhurst nice 1bed apt for rent,"$1,750 ","1br -
                    600ft"
 (ASTORIA),1/21/2020 10:34,LUXURY 1 BEDROOM APARTMENT BROADWAY @ 37 STREET BALCONY,"$2,250 ","1br -
                    550ft"
 (Woodside),1/21/2020 10:33,Woodside nice 2bed apt for rent close to Mr train,"$1,800 ","2br -
                    800ft"
 (Richmond Hill/Kew Gardens),1/21/2020 10:19,3 Bedroom Apartment for Rent,"$2,200 ",3br -
 (College Point),1/21/2020 9:52,2 Bedroom 1 Bath College Point with Laundry,"$1,800 ",2br -
 (So Ozone Park),1/21/2020 9:02,First Floor Apt near Q24 Buses on Atlantic,"$1,400 ",
 (Howard Beach),1/21/2020 8:43,"Large 3 Bedroom, 2 Full Bath, (77) Terrace, Howard Beach","$2,500 ","3br -
                    995ft"
 (Ridgewood),1/21/2020 8:31,"AMAZING STUDIO FOR RENT!! STEPS AWAY FROM THE""M"" TRAIN!!","$1,575 ",
,1/21/2020 7:06,3 bed Astoria,"$2,800 ",3br -
,1/21/2020 7:05,2 bed Astoria,"$2,600 ",2br -
,1/21/2020 7:04,1 bed Astoria,"$1,900 ",1br -
,1/21/2020 0:25,Basement para la Renta Todo Incluido,"$1,600 ",2br -
 (Bayside—Oakland Gardens),1/20/2020 23:54,"Large,All Utilities Incl,Balcony,Near Queensboro College*Hablo Español","$2,200 ",2br -
 (Bayside—Bay Terrace),1/20/2020 23:52,"2ndFL,Wood Fl,Heat/Gas Incl,Washer/Dryer,Priv.Entrance*Hablo Español","$2,300 ",3br -
 (elmhurst),1/20/2020 23:34,brand new one(1)br. apartment for rent,"$1,999 ",1br -
 (Astoria),1/20/2020 22:50,*** NO FEE *** 2BED 2BATH****LUXURY BUILDING *** 1MIN TO TRAIN N/W ***,"$3,900 ",2br -
 (Astoria),1/20/2020 22:21,*** MOVE FAST***1BED APT*** STEINWAY AREA*** 1 BLOCK AWAY FROM TRAIN**,"$1,900 ",1br -
 (Middle village),1/20/2020 22:20,3 BR box style apartment available NOW,"$2,299 ",3br -
 (Fresh meadows),1/20/2020 22:11,Apartment in ready move in condition 1200 near colleges,"$1,200 ",
 (Far-Rockaway),1/20/2020 21:38,Available Immediately,"$2,100 ",3br -
 (Woodside),1/20/2020 20:55,2 BR Apartment for Rent in Sunnyside,"$1,900 ","2br -
                    500ft"
" (Jamaica Estate, Queens, NY)",1/20/2020 20:46,Gorgeous House in prestigious Jamaica Estate,"$4,400 ","3br -
                    3000ft"
 (Whitestone),1/20/2020 20:17,"Very Spacious 1Br For Rent,,Utilities Included,,Residential Area!","$1,595 ",1br -
 (40th Street 47th Avenue),1/20/2020 19:35,Third Floor One Bed One Bath,"$1,425 ","1br -
                    680ft"
 (164th Street & 43rd Ave),1/20/2020 19:20,"Gorgeous 1 Bedroom in Flushing, Queens","$1,495 ",1br -
 (144th Street & 41st Ave),1/20/2020 19:16,"AMazing 1 Bedroom in Flushing, Queens","$1,495 ",1br -
 (Astoria),1/20/2020 19:09,Beautiful 1BR/balcony/laundry/parking in a new building - 30TH Ave,"$2,000 ",1br -
 (52nd Street & Skillman Ave),1/20/2020 19:08,"Beautiful 1 Bedroom in Woodside, Queens","$1,650 ",1br -
 (61st Street & Woodside Ave),1/20/2020 19:05,"Amazing 1 Bedroom in Woodside, Queens","$1,625 ",1br -
 (Long Island City Near 36th Ave),1/20/2020 19:00,Bright & Cozy 1 BR -- Heart of LIC -- CAT OK!,"$1,800 ",1br -
 (Maspeth Queens),1/20/2020 18:44,For rent 4 bedrooms 2 full bathrooms,"$2,800 ","4br -
                    1340ft"
 (Long Island City Near 36th Ave),1/20/2020 18:35,Bright & Cozy 1 BR -- Heart of LIC -- Prvt Backyard -- CAT OK!,"$1,800 ",1br -
" (COLLEGE POINT, QUEENS)",1/20/2020 18:19,2 Bedroom apartment $1800,"$1,800 ",2br -
 (Woodhaven/Cypress Hills),1/20/2020 18:11,Todo incluido Sala aparte de Cuarto,"$1,300 ",1br -
 (ARVERNE),1/20/2020 18:07,3 BEDROOM APT QUIET STREET,"$2,268 ",3br -
 (FOREST HILLS),1/20/2020 17:58,NO BROKERS FEE ! SPACIOUS STUDIO IN FOREST HILLS!,"$1,625 ",550ft
 (Astoria),1/20/2020 17:49,Luxury Rentals--No Fee--pets ok,"$2,549 ",1br -
 (Jackson Heights),1/20/2020 17:35,One bedrm for rent,"$1,775 ","1br -
                    670ft"
 (Richmond Hill),1/20/2020 17:35,Comedor y Sala Grande Cuartos Grande,"$2,300 ",3br -
 (Woodhaven/Richmond Hill),1/20/2020 17:34,"Cerca a ""J"" Train","$1,800 ",2br -
 (LONG ISLAND CITY),1/20/2020 17:18,"⎝NO FEE! - 1 stop from city- Waterfront Luxury 1 br*Gym,Views,Deck*","$3,245 ",1br -
 (Sunnyside),1/20/2020 17:18,Studio Size Rooms For Rent in Heart of Sunnyside,$800 ,"1br -
                    2000ft"
 (whitestone / Bayside),1/20/2020 17:17,Beautiful 3BR two Bathroom (heat & hot water Included),"$2,450 ",
 (Woodside),1/20/2020 17:09,"Gorgeous 1 Bedroom Large Elevater Building with W/D , Near 7 train","$1,725 ",1br -
 (Downtown Flushing),1/20/2020 17:09,Large Clean 1 Bedroom Sublet,"$1,850 ","1br -
                    800ft"
 (Kew Gardens / Briarwood),1/20/2020 17:02,Huge and Nice 3 BDR 2 Bath for rent,"$2,950 ","3br -
                    1350ft"
 (Queens),1/20/2020 16:40,No Fee Spacious Apartment Long Island City Doorman washer/dryer,"$3,212 ",1br -
 (Astoria),1/20/2020 16:08,**LOVELY ONE BEDROOM** PRIME LOCATION**,"$1,810 ",1br -
 (Ridgewood),1/20/2020 15:53,Largest 2 bed 2 bath prime Ridgewood...Steps to M train,"$2,699 ",2br -
 (Queens Village),1/20/2020 15:51,Heat and Water Included in apt 3 blocks to LIRR Station,"$1,600 ",1br -
 (Astoria Near Ditmars Blvd),1/20/2020 15:45,Newly Renovated 2 BR w/ Large Terrace – Great Location!,"$2,500 ",2br -
 (Whitestone),1/20/2020 15:31,ID: 1366178 Sunny and Spacious 3 Bedroom House for Rent in Whitestone,"$2,850 ",3br -
" (Flushing, New York)",1/20/2020 15:29,New Luxury Condo Building 2Bed/2 Bath For Rental.,"$3,000 ","2br -
                    1100ft"
 (Woodside),1/20/2020 15:18,2BR Apartment for rent by owner/Apartamento para renta por dueño,"$1,975 ",2br -
 (Rockaway Beach),1/20/2020 14:48,Beautiful 2 Bedroom 2 bath Apt,"$2,000 ",
" (Woodside, Queens)",1/20/2020 14:41,3 Bedroom for rent 22 mins from 42 Grand Central,"$2,600 ",3br -
" (Hollis, Queens)",1/20/2020 14:40,Beautiful 2 bedroom available to rent!!,"$1,800 ",2br -
" (Bayside, Queens, NY)",1/20/2020 14:24,Owner,"$1,725 ","1br -
                    800ft"
 (Astoria),1/20/2020 14:23,HUGE ONE BEDROOM**CATS OK**PRIME LOCATION**LAUNDRY**,"$2,100 ",1br -
 (Astoria),1/20/2020 14:09,1 bedroom with backyard,"$1,650 ",1br -
 (SUNNYSIDE),1/20/2020 13:55,1 BED ROOM,"$1,750 ",1br -
 (Astoria),1/20/2020 13:47,NO FEE---LUX 1 BED--BALCONY---PARKING----PRIME ASTORIA,"$2,750 ","1br -
                    650ft"
 (Long Island City),1/20/2020 13:44,NO FEE---LUX 1 BED---PRIME LIC---5 MIN TO MIDTOWN,"$3,195 ","1br -
                    700ft"
 (Long Island City),1/20/2020 13:42,---FULL LUXURY----1 MONTH FREE----VIEWS OF MANHATTAN---COUNTLESS AMENI,"$2,399 ",650ft
 (Flushing),1/20/2020 13:34,ID# 1366217 Beautiful 3 Bedroom Apartment for Rent,"$2,450 ",3br -
 (25mins to Midtown),1/20/2020 13:18,"$2,5oo 3Bed 1Bath near R+M+#7 trains",$2 ,"3br -
                    1000ft"
" (WOODSIDE,SUNNYSIDE,CORONA,ELMHURST, JACKSON HEIGHTS,ASTORIA)",1/20/2020 13:17,"2 BR. W/ BACK YARD , 20 MINUTES TO MANHATTAN!...","$2,200 ",2br -
 (Bethpage),1/20/2020 13:16,$1600 / 1BR Apartment - Walk To LIRR Ideal Commuter location,"$1,600 ",1br -
 (Flushing),1/20/2020 13:12,3 Bedroom Apartment All Utilities Included for Rent,"$1,950 ",3br -
 (Corona),1/22/2020 20:55,NEWLY Renovated - Corona 3 Beds 1.5 Full Baths Apartment,"$2,800 ","3br -
                    1100ft"
 (ELMHURST),1/22/2020 20:41,HUGE 2 BEDROOM ELEVATOR DISHWASHER LAUNDRY 6 CLOSETS RENOVATED,"$2,300 ",2br -
 (Long Island City),1/22/2020 20:33,1 Bedroom Apt LIC,"$3,264 ","1br -
                    700ft"
 (Ridgewood),1/22/2020 20:29,"AMAZING STUDIO FOR RENT!! STEPS AWAY FROM THE""M"" TRAIN!!","$1,575 ",
 (SUNNYSIDE),1/22/2020 19:46,1 BED ROOM,"$1,750 ",1br -
 (ASTORIA),1/22/2020 19:32,1 BED ROOM,"$1,750 ",1br -
 (CITYLINE/Ozone Park),1/22/2020 19:02,ONE BEDROOM APT/ ALL UTLITIES INCLD $1500 (CITYLINE),"$1,450 ",1br -
,1/22/2020 18:30,House for rent,"$2,200 ",4br -
 (Astoria),1/22/2020 18:09,*JR 1BR/2 ROOM STUDIO APT*ASTORIA/UPPER DITMARS*LR-KIT COMBO!FULL BR!,"$1,600 ","1br -
                    600ft"
 (Kew Gardens),1/22/2020 18:02,2 Bedrooms on 24th floor,"$2,800 ",2br -
 (Astoria),1/22/2020 18:02,Beautiful renovated 2BR in a 2F house - next to 30TH Ave,"$2,500 ",2br -
 (Astoria),1/22/2020 17:43,*NEW APT*MASSIVE DECK+BALCONY*ASTORIA*2QUEEN BRs!KING LR-KIT COMBO!2/1,"$2,400 ","2br -
                    800ft"
 (Astoria),1/22/2020 17:42,RENO**NO FEE**TWO BEDROOM**HEART OF ASTORIA**TOP FLOOR**,"$2,700 ",2br -
 (Sunnyside),1/22/2020 17:39,One Bedroom Apartment for Rent In Sunnyside,"$1,700 ",1br -
 (Astoria),1/22/2020 17:24,**AWESOME RENO ONE BEDROOM** PRIME LOCATION**,"$1,850 ",1br -
 (east elmhurst),1/22/2020 17:24,$1500 / 1br East Elmhurst,"$1,500 ",1br -
 (forest hills),1/22/2020 17:06,NO FEE!! Mint 1 bedroom top location,"$2,000 ","1br -
                    750ft"
 (COLLEGE POINT),1/22/2020 16:52,1 BEDROOM APARTMENT - AVAILABLE NOW-,"$1,500 ",1br -
 (Flushing),1/22/2020 16:33,"NO FEE!  SPACIOUS, Renovated 2Bed/1Bath in FLUSHING!","$2,225 ",2br -
 (Flushing),1/22/2020 16:15,"Spacious, RENOVATED 3Bed/2Bath FLUSHING, Terrace, MUST SEE! NO FEE!","$2,595 ",3br -
 (Jamaica Estates),1/22/2020 15:57,JAMAICA ESTATES RENOVATED 2BR/1BTH IN LUXURY BUILDING $2250,"$2,250 ","2br -
                    1000ft"
 (Jamaica Estates),1/22/2020 15:56,JAMAICA ESTATES RENO ALCOVE STUDIO IN LUXURY BUILDINGS,"$1,649 ",550ft
 (Jamaica Estates),1/22/2020 15:56,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2475,"$2,475 ","2br -
                    1000ft"
 (BRIARWOOD),1/22/2020 15:55,OPEN HOUSE! BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (Forest Hills),1/22/2020 15:55,FOREST HILLS RENOVATED 1BR/1BTH IN LUXURY BUILDING $2199,"$2,199 ","1br -
                    750ft"
 (Astoria/Long Island City),1/22/2020 15:47,"Lovely, Spacious 1 BR + Office -- Great Location -- Steps to Subway!","$1,800 ",1br -
 (St. Albans),1/22/2020 15:15,4 bedroom,"$3,000 ",4br -
 (Astoria),1/22/2020 15:09,$1750 1 Bedroom in Ditmars Blvd with backyard!,"$1,750 ","1br -
                    600ft"
 (Forest Hills),1/22/2020 14:59,NO FEE! ** 1 Bedroom 1 Bath ** Granite Kitchen M/R,"$1,895 ","1br -
                    750ft"
 (Forest Hills),1/22/2020 14:56,NO FEE! ** STUDIO ** Laundry in building M/R,"$1,625 ",450ft
 (Flushing),1/22/2020 14:31,basement 3 bd,"$1,800 ",3br -
" (Astoria, Near 30th Avenue)",1/22/2020 14:09,Spacious 1 BR w/ *Updated Kitchen* in Great Lively Location – PETS OK!,"$1,850 ",1br -
 (ASTORIA),1/22/2020 13:47,SUPER LUXURY STUDIO IN ASTORIA AMAZING CORNER UNIT,"$1,750 ",
 (Corona),1/22/2020 13:31,Beautiful New cozy condo Close to 7 train,"$2,500 ",
 (near R+M trains),1/22/2020 13:02,Studio ~ Utilities Included,"$1,100 ","1br -
                    400ft"
 (near R+M trains),1/22/2020 13:01,Studio ~ Utilities Included,"$1,000 ","1br -
                    390ft"
 (Flushing),1/22/2020 12:50,ID:1358143 Beautiful 2 Bedroom in Pre-War Building,"$2,100 ",2br -
 (Long Island City),1/22/2020 12:43,No Broker Fee?--2 Bed?--Partition Allowed??--Video Tour Avail?,"$3,245 ",2br -
 (Ridgewood),1/22/2020 12:43,"NO FEE! Brand-new 2BR, Yard Access / Ridgewood","$2,308 ",2br -
 (Gleandale),1/22/2020 12:40,New 1.5 Bedroom apartment,"$1,699 ",2br -
,1/22/2020 12:39,2 Br RAILROAD apartment,"$1,999 ",2br -
 (Long Island City),1/22/2020 12:30,Large 1 Bed ?--Renovated Apt??--Video Tour Available?--No Broker Fee,"$2,929 ",1br -
 (Astoria/Long Island City),1/22/2020 12:25,Lovely 1 BR -- Great Location -- Steps to Citywide Ferry to Manhattan!,"$2,100 ",1br -
 (Woodhaven),1/22/2020 12:24,LINDO APARTAMENTO DE TRES DORMITORIOS,"$2,400 ",3br -
 (109-38 113st),1/22/2020 12:09,apartamento 4habiataciones,"$2,000 ",4br -
 (Astoria),1/22/2020 12:05,Enormous 2 Bed Renovated - Heat and Water is Included,"$2,750 ","2br -
                    1080ft"
 (near #7 train),1/22/2020 11:45,"$2,5oo ~ 3Bed 1Bath ~ 1st Floor",$25 ,"3br -
                    1100ft"
,1/22/2020 11:32,Bayside apts for rent,"$2,200 ","2br -
                    1000ft"
 (FLUSHING),1/22/2020 11:25,VERY NICE 1 BEDROOM IN APT BUILDING NEAR #7 TRAIN. NO FEE,"$1,725 ",1br -
 (Springfield gardens),1/22/2020 11:23,Looking someone ASAP,"$2,250 ",3br -
 (KEW GARDEN HILLS),1/22/2020 11:20,LARGE 1 BEDROOM GARDEN APARTMENT  NO BOARD APPROVAL,"$1,750 ",1br -
 (oakland gardens),1/22/2020 11:19,1 bed 1 bath  (61-32 223 place No Security deposit need,"$1,675 ",1br -
 (Fresh Meadows),1/22/2020 11:18,"Huge 2 bedroom $1898Fresh Meadows , Heat gas , included","$1,950 ","1br -
                    700ft"
 (Fresh Meadows),1/22/2020 11:17,"Huge 1 bedroom $1695 Fresh Meadows , Heat gas , included","$1,674 ","1br -
                    700ft"
 (10mins to Midtown),1/22/2020 11:11,Utilities Included ~ 1Bed-1Bath w/Backyard,"$1,350 ","1br -
                    680ft"
 (20mins to Midtown),1/22/2020 11:10,"$2,15o 2BR w/Rooftop+Laundry+Elevator",$1 ,"2br -
                    1000ft"
 (Ridgewood),1/22/2020 11:08,Beautiful- Freshly Renovated Astoria 2 Bedroom Apartment,"$2,500 ",2br -
 (Forest Hills),1/22/2020 10:54,"Rent Stabilized 1BR, Walk 71st Ave. Exp Sub & Austin St.","$1,850 ","1br -
                    900ft"
